PUBCHEM_CID,Activity_outcome,Canonical_SMILES
5715188,1,CC(C)(C)C(=O)C(=CC1=CC(=CC=C1)[N+](=O)[O-])N2C=NC=N2
2591522,0,CC1=C(C=C(C=C1)SCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C
135438323,1,CC1=CC(=C(N1C2=CC=CC=C2F)C)C3=NNC(=NC4CC4)SC3
15945527,0,C1CCCC2(CC1)N=C(C(=N2)SCC(=O)NC3=CC4=C(C=C3)OCCO4)C5=CC=CC=C5
6243882,1,CC(C)(C)C1=CC=C(C=C1)C(=O)ON=C(C2=CC=CC=C2)N
2895710,0,C1=CC=C(C=C1)CCCNC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
661005,0,CCN(CC)CC(=O)NC1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)CN(CC)CC
2741354,0,C1CCN(C1)C2=NC(=C(C=C2)[N+](=O)[O-])N3CCCC3
9325050,0,C1CC1NC(=O)C2=CC=CC=C2NC(=O)C3=CC=C(O3)[N+](=O)[O-]
4555040,0,CC1=CC=C(C=C1)CNC(=O)CN2C(=O)C3(CCCC3)NC2=O
4993513,0,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl
16195929,1,CC1(C2=CC=CC=C2N(C1=CC(=O)C[N+]3=CC4=CC=CC=C4C=C3)C)C.[Cl-]
4972591,0,CC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)CC(=O)N3CCC4=CC(=C(C=C4C3)OC)OC)C
867936,0,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)NC3=CC=CC=C3)C
4562349,0,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)N=NC3=C(N=C(S3)N)C4=CC=CC=C4
135501756,1,CC1=CC(=C(C(=O)O1)C=NNC2=CC(=CC=C2)Cl)O
2425463,0,CC1=C(C(=NN1CC(=O)NC2=CC3=C(C=C2)OCCO3)C)[N+](=O)[O-]
175533,1,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl.CC1=CC=C(C=C1)S(=O)(=O)[O-]
135521587,1,CC1=CC(=C(C=C1)C(C)C)OCC2=CC=C(C=C2)C(=O)NN=CC3=C(C=C(C=C3)O)O
1355631,0,CCN1C2=C3C(=C(C=C2)NC(=O)C4=CC=C(C=C4)S(=O)(=O)N(C)C)C=CC=C3C1=O
46942891,1,C1CC(C1)NC2=C3C(=NC=N2)N(C=N3)C4CN(CC(O4)CO)CC5=CC=C(C=C5)C6=CC=CC=C6
24792017,1,CCOC(=O)CC1CCCCN1C(=O)C2=NOC(=C2)COC3=CC=CC4=C3C=CN=C4
9583467,1,CC1=C(C(=NN1C(C)(C)C)C)C=NOC(=O)NC2=CC=C(C=C2)Cl
5505332,1,C1=CC=C(C=C1)S(=O)(=O)C(=CC2=CC=C(O2)C3=CC(=CC=C3)Cl)C(=O)NCC4=CN=CC=C4
381395,0,CCN(CC)C1C(C(C2=CC3=C(C=C2O1)OCO3)C4=C(C(=CC=C4)OC)O)C
2872206,1,CC(=O)NC(C1=CC(=CC=C1)[N+](=O)[O-])C2=C(C3=C(C=CC=N3)C=C2)O
2877075,1,CCCC(=O)NC(C1=CC=C(C=C1)N(C)C)C2=C(C3=C(C=CC=N3)C=C2)O
24892565,0,CC1=NN=C2N(C1=O)N=C(S2)SCC(=O)NC3=CC=C(C=C3)C(=O)OC
16191880,1,CC(C)(C#CC1=CC=C(S1)C2CC3CN(C(=O)C34N2CCC4)C5=CC=CC=C5)O
135443893,0,C1=NC2=C(C(=O)N1)N=NN2C3C(C(C(O3)CO)O)O
5353545,1,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O
6900758,0,C1=CC(=CC=C1C=NNC(=S)N)N2C(=CN=N2)C3=CC=C(C=C3)Cl
2947057,0,CCOC1=C(C=C2C(N(C(=O)CC2=C1)C3=CC=CC=C3)C4=CC=C(C=C4)OC)OCC
2746548,1,CCOC(=O)C1=C(N=C(C(=C1)C#N)N2CCN(CC2)C(=O)C3=CC(=CC=C3)C(F)(F)F)C(F)(F)F
15945599,1,CC(=O)C1=CC(=CC=C1)N=C2N(C(=CS2)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)CCO.Br
4359350,0,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)OCC(=O)NC3=CC=C(C=C3)N4CCOCC4
24981290,1,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CCNC(=O)C3=CC=C(C=C3)Br
44142091,0,COC1=C(C=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=C4OC)OCC5CC5
1254477,0,COC1=C(C=C(C=C1)C2=CC3=CC=CC=C3OC2=O)NC(=O)C4=CC=C(O4)[N+](=O)[O-]
15945727,1,C1CCC2=C(C1)C(=N)C3=C(N2CC4=CC=C(C=C4)Br)CCC3.Br
2580339,0,CCOC1=CC=C(C=C1)NC(=O)COC(=O)C2=CC3=C(C=C2)OCCO3
2475524,0,CN(CC1=CC=CS1)C2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4
1901314,0,CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)OCC)NC(=O)C4=CC=C(O4)Br
2387818,1,CCOC(=O)C1=C(N=C(S1)N(CC2=CC=CC=C2)C(=O)COC(=O)C3=CC=C(C=C3)O)C
5346668,0,CC1=NO[N+](=C1COC2=C(C=C(C=C2)C=NN3C(=NN=N3)N)OC)[O-]
3612465,0,C1CCC(CC1)C(=O)OCC(=O)NCCC2=CC=CC=C2
389166,1,CCOC(=O)C(=CNC1=CC=C(C=C1)NC2=NCC(S2)C)C(=O)OCC
135578967,1,CC1=NC=C(C=C1)C(=O)NN=CC2=C(C=CC3=CC=CC=C32)O
24761061,1,CCN1C=C(C2=CC=CC=C21)C=CC3=CC=[N+](C=C3)C.[I-]
2477145,0,C1=CC2=C(C=CN=C2)C(=C1)NC(=S)NC3=CN=CC=C3
1088985,0,CCOC1=CC=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C4CC4
857537,0,CCN1C(=NN=C1SCC(=O)NC2=CC=C(C=C2)OCC)C(C)C
659661,1,CC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=NN=C(S1)C(F)(F)F
2063649,0,CCOC(=O)N1CCN(CC1)C(=O)CCl
5399366,0,C1=CSC(=C1)CC(=O)NN=CC2=CC=C(S2)[N+](=O)[O-]
44667404,1,CCOC1=C(C=C(C=C1)Br)C(=NNC2=NCCN2)C.Cl
3147878,0,C1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NC4=CC=CC=C4
46902456,0,C1C2=CC=CC=C2N3C(=CN=N3)CN1C(=S)NC4=CC=C(C=C4)C#N
5309912,1,CCCOC(=O)C1=C(C2=C(N1)CC(CC2=O)C3=CC(=C(C(=C3)OC)OC)OC)C
24978683,0,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)CC2=CNC3=CC=CC=C32)OCC
11958738,0,COC1=C(C=C(C=C1)N(C(C2=CC=CS2)C(=O)NC3CCCC3)C(=O)C#C)OC.Cl
4249116,0,C1=CC=C(C=C1)N2C=C(C=N2)C3=C(C=C(C=C3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
2772172,0,C1CS(=O)(=O)CC1N(C2=CC=CC=C2)C(=O)CCl
2359311,0,CC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=NNC5=CC=CC=C54)C
3579665,0,CC(=O)N1CCC2=C(C1)SC(=C2C(=O)OC)NC(=O)C3=CC(=CC=C3)N4C(=O)CCC4=O
54691658,0,COC1=CC(=C(C=C1)NC(=O)CSC2=C(C3=C(S2)C(=CC(=O)N3)O)C#N)OC
7169985,0,CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=CC4=C(C=C3)OCCCO4
2108764,0,CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=CC=C(C=C3)N4CCOCC4
946742,0,CC1=C(C(=O)N(C(=C1C#N)O)CCO)N=NC2=CC=CC=C2
1090053,1,CC1=CC=CC=C1C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC5=C(C=C4)OCO5
906542,1,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=N3)C
2214004,1,C1CN(CCN1CC2=CC=CC=C2F)C3=CC=C(C=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-]
14376449,0,CC(=CC(CC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C)O)C
53301277,1,CCOC(=O)C12CC3=C(C1N(C(=O)C4=C2C=CC(=C4)OC)C5CCCCC5)C=C(C=C3)C
1477005,0,CC1=C(SN=N1)S(=O)C2=CC(=C(C=C2)Cl)Cl
2834423,1,CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2C4=CC=CC=C4)C)C(C)C.[Cl-]
757048,0,CC1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])C
5679804,1,COC1=CC=C(C=C1)C(=O)NN=C(C2=CC=CC=C2)C3=CC=CC=N3
9947479,1,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CN3C=CC(=N)C=C3.Br
44825348,0,CCCCNC(=O)COC(=O)C1=C2CCC(=CC3=CC=CS3)C2=NC4=CC=CC=C41
3147868,1,C1COCCN1CC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=CC=CC=C4
53300693,0,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=C(C=C(C=C6)C#N)N=C5C7=CC=CC=C7.C(=O)(C(F)(F)F)O
3161717,1,C1=CC=NC(=C1)C2=NC(=NN2)SCC(=O)NC3=CC=C(C=C3)Cl
4931,0,CC(C)N(C1=CC=CC=C1)C(=O)CCl
2963165,0,CC1=CC=C(C=C1)N2CC(CC2=O)C(=O)NC3=NC4=C(S3)C=C(C=C4)S(=O)(=O)C
46944042,1,CC1(CCN1C(=O)CC2=CC=C(C=C2)C(C)(C)C)C(=O)NC3=CC=C(C=C3)C#C
1504739,1,CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)S(=O)(=O)NC3CCCCC3)C(C)C
2916883,0,C1COC2=C(O1)C=CC(=C2)C3CC(=O)C4=C(O3)C=CC(=C4)[N+](=O)[O-]
675358,1,CC1=CC=C(O1)C(=O)NC2=C(C3=C(S2)CCCCC3)C(=O)O
53301275,1,CCOC(=O)C12CC3=CC=CC=C3C1N(C(=O)C4=C2C=CC(=C4)OC)C5CCCCC5
3000130,0,CCOC(=O)C1=CC(=NC2=C1C(=NN2C3=CC=CC=N3)C)C4=CC=NC=C4
463108,1,C1=CC=C2C(=C1)C=C(N=C2N=C(C3=CC=CC=N3)N)C4=CC=CC=N4
24747167,0,CC1(CC(=CC(=O)C1)C2=CC=CS2)C
736186,0,COC1=C(C=C(C=C1)C=CC(=O)O)O
17201,1,C1=CC(=CC(=C1)OC2=CC=C(C=C2)N)OC3=CC=C(C=C3)N
244159,0,COC1=C(C2=C(C(=C1)N)N=CC=C2)Br
979629,1,COC1=CC=CC=C1C(=O)NC2=NC(=CS2)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4
4880796,0,C1COCCN1C2=CC=C(C=C2)NC(=O)COC3=CC(=C(C=C3)F)Cl
9550933,1,CCCCCCCCNC1=NC=NC2=CC=CC=C21
421494,1,CCC1=C(CC2C3=CC(=C(C=C3CCN2C1)OC)OC)CC4C5=CC=CC=C5CCN4
23724422,1,CC[N+]1=CC=C(C=C1)C=CC2=CNC3=CC=CC=C32.[Cl-]
62770,1,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl
56643206,1,C1=CC=C(C=C1)NC2=CN=C3C(=C2)C=CC=C3O.C(=O)(C(F)(F)F)O
952234,0,C1=CC(=NC=C1Cl)NC(=O)C2=CC=C(O2)[N+](=O)[O-]
417287,1,CC1(N=C(N=C(N1CCCCC2=CC=CC=C2)N)N)C
5045424,0,C1COC2=C(O1)C=CC(=C2)NC(=O)CC3CS(=O)(=O)CC3CC(=O)NC4=CC5=C(C=C4)OCCO5
944164,1,C1CCC(=CC1)CCNC2=NC=NC3=C2NC4=CC=CC=C43
135561532,0,CCC1=CC(=O)NC(=N1)SCC(=O)NC2=CC3=C(C=C2)OCCO3
231422,1,CC(C)CC(=NNC(=O)C1=CC=NC=C1)C2=C(C=CC(=C2)Cl)O
2920814,1,CC(C)C(=O)NC(C1=C(C=C(C=C1)Cl)Cl)C2=C(C3=C(C=CC=N3)C=C2)O
649030,0,CC1=CC=C(C=C1)C2CC(N3C(=CC(=N3)C(=O)NCC4=CC=CO4)N2)C(F)(F)F
24761551,1,CC[N+]1=C(C=CC2=C1C=C(C=C2)OC)C=CC3=CC=C(C=C3)N(CC)CC.[I-]
65237,1,CC1=NC2=C(C=C1)C=CC3=C2N=C(C=C3)C
4831881,0,CN(CC(=O)NC1=CC=C(C=C1)N2CCOCC2)CC(=O)NC3=CC=C(C=C3)N4CCOCC4
4090590,0,CCC(C)NC(=O)C1=CC2=C(C=C1)SCC(=O)N2CC3=CC=CC=C3
16196195,1,C[N+]1=C(C=C(C=C1C2=CC=CC=C2)C3=CC=C(C=C3)OC)C4=CC=CC=C4.[O-]Cl(=O)(=O)=O
16875665,1,CC[N+]1=C2C=C(C=CC2=NC3=CC=CC=C31)N(CC)CC.[I-]
9550972,0,CCOC1=C(C=CC(=C1)C=C2C(=N)N3C(=NC2=O)C=C(O3)C)OCCOC4=CC=CC=C4
16188599,1,CN1C=CC(=CC2=CC=[N+](C3=CC=CC=C23)C)C4=CC=CC=C41.[I-]
2260658,1,C1=CC=C(C(=C1)NC=CC(=O)C2=CC=CC=N2)Br
6896342,0,CC1=CC2=C(C=C1C)N(C=N2)N=CC3=CC=C(O3)[N+](=O)[O-]
663228,0,COC1=C(C=C(C=C1)NC(=O)CSC2=NN=C(N2N)C3=CC=CC=N3)Cl
5153151,0,C1=C(C=C(C=C1Cl)Cl)NNC(=S)N
3606315,1,C1=CC2=C(C=CN=C2C=NNC(=S)N)C(=C1)C(F)(F)F
2811299,1,CC(C)(C)C1=NN(C(=C1)C(=O)NCC2=CC3=C(C=C2)OCO3)C
3835861,1,CC1CCC2=C(C1)C(=C(C(=N2)N)C#N)C3=CN=CC=C3
2862450,0,C1CCC(C(C1)C(=O)NC2=CC3=C(C=C2)OCCO3)C(=O)O
2948027,0,CCOCC(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])C
1472220,1,COC1=NC=C(C=C1)NC(=O)C(=C(S(=O)CC2=CC=C(C=C2)Cl)Cl)Cl
3554231,1,CC1CCCN(C1)C2=NC=NC3=C2C=NN3C4=CC=C(C=C4)Cl
5349697,1,COC1=C(C(=CC(=C1)C=NNC(=S)N)Br)OCC2=CC=CC=C2F
511504,0,C1=CC=C(C=C1)CN=CC2=C(C=CC3=CC=CC=C32)O
51360317,1,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4OC(F)(F)F)C5=NN=NN5C6=CC7=C(C=C6)OCCO7
3003956,1,CC(=NNC(=S)N1CCN(CC1)C2=CC=CC=N2)C3=NC=CS3
24892253,1,CCCOC(=O)C1=CC=C(C=C1)[N+]2=C(C=C(C=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5.[O-]Cl(=O)(=O)=O
16192798,1,CCCCCC1=CC(=C(C=C1)OCCCC[N+]2=CC=C(C=C2)C)CCCCC.[Cl-]
24747342,1,CC(C)(C)OC(=O)N(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2
9363225,0,CC1=C(C(=NN1CC(=O)NCCC2=CCCCC2)C)[N+](=O)[O-]
1967479,1,CC1=CC(=C(N1C2=CC=C(C=C2)O)C)C=C3C(=O)N(C(=S)S3)C
755449,1,C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3
4643764,0,C1=CC2=C(C=C1NC(=O)C3=CC=C(O3)[N+](=O)[O-])NC(=O)N2
53299864,0,CC(C)NC(=O)N1CC2=CC(=NC(=C2C1CCO)C3=CC=CC(=C3)C4=CN=CC=C4)C(=O)NC5CCCCC5
9558596,0,CN1CCN(CC1)N=CC2=C3C=CC=CN3C(=N2)C4=CC(=CC=C4)[N+](=O)[O-]
332580,0,COC1=C(C=C(C=C1)CCNC(=O)C2=CC=C(O2)CSC3=CC=C(C=C3)Cl)OC
4040288,1,C1=CC(=CC(=C1)N)C2=CC(=NC=C2)C=NNC(=S)N
3248530,1,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CN=C(C=C3)Cl
3086380,1,CC1=C2C=C[N+](=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C)C.[I-]
16237072,1,C1COCCN1C2=NC(=C(S2)C=NNC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCOCC4)C5=CC=CC=C5.Br
2564956,0,CC1=CC=C(C=C1)CNC(=O)COC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)F
11840881,0,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=CC=CC=C2C3COC(=O)C3=N
2289022,0,CC=CC1=CC(=C(C=C1)OCCOC2=C(C=C(C=C2)C=O)OC)OC
884295,0,CCOC1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
4879114,0,C1=CC=C(C(=C1)NC(=O)C2=CN(N=C2C3=CC=C(C=C3)[N+](=O)[O-])CCC#N)Cl
16396279,1,CCCCN=CC12CCC(CC1(CCC3C2CCC4(C3(CCC4C5C=CC(=O)O5)O)C)O)O
2708830,0,COC1=CC=C(C=C1)NC(=O)CN2C(=O)C3(CCCC3)NC2=O
60699,1,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl
3005684,1,CC(=NNC(=S)N1CCCCC1)C2=CC=CC=N2
936435,1,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=N4
16196260,1,CCOC1=CC=C(C=C1)N2C3=[N+](CCCCC3)C=C2C4=CC=C(C=C4)Br.[Br-]
53301173,0,CC1=CC(=NC2=NC(=C(N12)NC3=CC4=C(C=C3)OCCO4)C5=CC6=CC=CC=C6O5)C
9583470,1,CC1=C(C=C(C=C1)NC(=O)ON=CC2=C(N(N=C2C)C(C)(C)C)C)Cl
15945175,1,COC1=CC=C(C=C1)C2=CN(C3=[N+]2C4=CC=CC=C4CC3)C5=CC=C(C=C5)OC.[Br-]
4803021,0,CC1(C(=O)NC2=CC=CC=C2N1C(=O)COC(=O)C3=CC(=C(C=C3OC)N)Cl)C
135490329,0,CC1=CC(=NN1C2=NC(=NC(=N2)NN=CC3=C(C=CC(=C3)OC)O)NC4=CC=CC=C4)C
11875691,0,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCC4(CCCCC4C3)O)C
4906603,0,CCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)NCCCN3CCOCC3
3254086,0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C)OC(=O)C3=CC=C(S3)[N+](=O)[O-]
233874,1,CC(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2
1325822,0,C1=CSC(=C1)C2=C(N=C(N2)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CS4
878169,0,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)NC2=CC=C(C=C2)CC3=CC=NC=C3
16303067,0,CN(C)C1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)CCNC(=O)C3=CC=C(C=C3)Cl
5299834,0,CCN1C=NN=C1SCC(=O)NC2=CC3=C(C=C2C#N)OCO3
16745397,1,CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)CO
663146,1,COC1=CC2=C(C=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6
8034762,0,CCCC1=CC(=O)OC2=C1C(=CC(=C2)C)OCC(=O)NC3=CC=CC=N3
17584213,0,CCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4
2996437,0,CC(=O)N1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC4=CC=CC=C4O3
4136784,0,CC1=C(C=C(C=C1)N2C(=O)C3=C(NN=C3)N=C2SCC(=O)NCCC4=CC(=C(C=C4)OC)OC)Cl
16017117,0,CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=NS(=O)(=O)N2C)C3=C(C=CC(=C3)OC)OC
16799519,0,CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)NC2=C(C3=C(S2)CN(CC3)C(=O)C)C#N
20893416,1,CCCC1=CC(=O)N2C(=N1)SC(=N2)N3CCC(CC3)C(=O)N4CCN(CC4)C5=CC=C(C=C5)OC
15055242,1,CC1(CC(=CC(=[N+]2CCCCC2)C1)N3CCCC3)C.[I-]
654026,0,CCN(CC)C(=O)CSC1=NC2=C(S1)C=C(C=C2)NC(=O)CSC3=NC=CN3C
2463109,0,CC1=CC=CC=C1NC2=NC(=C(S2)C=O)Cl
16193001,1,C1CCC2=C(C1)C(=N)C3=C(N2CC4=CC=C(C=C4)F)CCC3.Cl
3177911,0,C1=CC(=CN=C1)CNC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)Br
3979665,0,CN1CC(=O)N(C1=O)CC(=O)NC2=CC=C(C=C2)N3CCOCC3
101486,0,C1=CC=C2C(=C1)C=CC(=N2)NN=CC3=CC=CC=N3
998900,0,C1CC2=C(C(=O)OC3=C2C=C(C=C3)O)N(C1)C(=O)CN4CCN(CC4)C5=NC=CC=N5
9587731,0,CC1=CC(=C(C=C1)C(=O)ON=C(C2=CC=CC=N2)N)C
5927831,0,CC(=NNC1=NC(=CS1)C2=CC=CC=C2)CC3CC(OC3=O)(C)C
25102425,1,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.O.Cl
8271924,0,CCN1C(=CC(=C1C)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)C
2452652,0,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)C3=CC=C(O3)[N+](=O)[O-]
3005256,1,CCN(C1=CN=C(C2=CC=CC=C21)C=NNC(=S)N)C(=O)C
644956,1,CC1=C2C(=CC=C1)C=C(C(=N2)SCC(=O)N3CC(=O)NC4=CC=CC=C43)C#N
647227,0,CC1=CC=C(C=C1)OCC2=NN=C(N2CC3=CC=CO3)SCC(=O)NC4=CC5=C(C=C4)OCCO5
3679708,1,C1=CC(=CC=C1NC(=O)NC2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)F
53382795,0,C1CC2C(COCC(CN2CC3=CC(=CC=C3)C(F)(F)F)O)OC1CC(=O)NCCC4=CC=CC=C4
16194798,1,CC1CCC(C(C1)OC(=O)C[N+]2=C3CCCN3C(=C2)C4=CC=C(C=C4)OC)C(C)C.[Cl-]
3686662,0,CC(C1=CC(=C(C=C1)Cl)Cl)NC(=O)CCl
2332199,1,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=C4C=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC(=C6)C(F)(F)F
1143231,1,C1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)OCC3=C(C=C(C=C3)Cl)Cl
7597271,0,CC(=O)N1CCC2=C(C1)SC(=C2C#N)NC(=O)CC3=CC=C(C=C3)F
2724387,1,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=S)N
2229088,0,CN1C(=NN=C1SCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C4=CC=CC=C4
335091,1,CC1=CC2CC(C(=C2C(=O)CC(CCC=CCC(NC(=O)C=CC=C1)C3=CC=CC=C3)O)O)OC
6603402,0,CCCOC1=C(C=C(C=C1)N)N.Cl
2349797,1,C1=CC=C(C=C1)CCNC(=S)NC2=CC=CC3=C2C=CN=C3
833024,0,CC1=C(C(=O)NN1)N=NC2=CC=C(C=C2)S(=O)(=O)N
16746083,1,C1=CC(=CC(=C1)Cl)NC2=NC=NC(=C2)C3=NC(=NC=C3)NCCCO
3237956,0,COC1=C(C=C(C=C1)CCNC(=O)CN2C3=CC=CC=C3C4(C2=O)OCCCO4)OC
4100469,1,C1=CC=C(C=C1)C2=C(N=C(N2)N=NC3=CC=CC=C3O)C4=CC=CC=C4
972436,0,CC1=NC2=CC=CC=C2C(=C1)C3=NN4C(=NN=C4S3)C5=CC=CC=C5
269869,0,CCOC(=O)C1=CC=C(C=C1)N=CC2=CN=C(N=C2N)N
51360318,0,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C(C4=CC=CC5=CC=CC=C54)C6=NN=NN6C7=CC8=C(C=C7)OCCO8
24687832,0,C1=CC(=C(C=C1Cl)NC(=O)C2=CC=C(S2)[N+](=O)[O-])N3C=NC=N3
4422678,0,CCC1(C2(C3=C4C(=C(NC4=C(C=C3)C)C)CCN2C(=O)O1)C)C
2998287,0,CC(C)CN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NCC4CCCO4)N
24979598,0,CCN1CCN(CC1)C2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)NC(=O)C=CC4=CC=C(C=C4)[N+](=O)[O-]
16196349,1,CC1=CC(=CC(=[N+]1C2=CC=CC=C2OC)C)C=C3N(C4=CC=CC=C4S3)C.[I-]
666253,0,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C3=NC(=NO3)C4=CC=CC=N4
3220816,0,CN(C)C1=CC=C(C=C1)NC(=O)CN2CCC(CC2)NC(=O)C3CCCCC3
3129671,0,C1COC2=C(O1)C=CC(=C2)C(=O)CCCC3=CC=CC=C3
1527238,1,COC1=C(C=C2C(=C1)CCN=C2C3=CC=C(O3)C4=C(C=C(C=C4)Cl)Cl)OC
135829845,0,CCOC1=C(C=CC(=C1)C=NNC2=NN=C(N2N)C)O.Cl
693996,0,C1=CC(=CN=C1)CNC(=O)C2=CC=C(O2)[N+](=O)[O-]
786787,0,C1=CC(=C(C=C1Br)SCCC2=CC=NC=C2)F
4178147,0,C1CC(CC(C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])C(F)(F)F
660617,0,CCOC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2N4CCN(CC4)C
86261582,0,C1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)CSC2=NN=CC(=O)N2
2805189,0,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)C3=CC=C(C=C3)F
9552001,1,CCN(CC)C1=NC(=[N+](CC)CC)C2=CC=CC=C21.[O-]Cl(=O)(=O)=O
666815,0,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCOCC3)CC(=O)C4=CC=CC=C4
662164,0,C1CC(OC1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4O
4900419,0,C1CCC2=C(C1)C3=C(C=C(C=C3)OCC(=O)NCCCN4CCOCC4)OC2=O
2494827,0,C1CN(CCC1C(=O)NNC2=C(C(=CC(=C2F)F)F)F)S(=O)(=O)C3=CC=CC=C3F
