PUBCHEM_CID,Activity_outcome,Canonical_SMILES
15945818,1,CCC1=C[N+](=C(C=C1)C=CC2=CNC3=CC=CC=C32)CC.[I-]
2134372,1,CC1=CC=C(C=C1)S(=O)(=O)C(=CCl)NC(=O)C2=CC=CC=C2
268762,1,CC(C)(C)NCC(=CC1=CC=CC=C1)C(=O)C2=CC=CC=C2
16277799,0,CC1=CC=NC2=NC(=NN12)C(=O)OCC(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])Br
3940993,0,CC1=C(C(=O)N(C(=C1C#N)O)CCO)N=NC2=CC3=C(C=C2)C(=O)OC3
253602,1,CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O
3235712,0,COC1=C(C=C2C(N(CCC2=C1)C(=O)C3=CC=CO3)COC4=CC=C(C=C4)C(=O)OC)OC
644215,1,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO
24747936,0,C1CCC(CC1)(C#CC2=CC3=C(C=C2)C(=O)C4=CC=CC=C4O3)O
275684,0,C1=CC=C(C=C1)CS(=O)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
136153826,0,C1CCC(C1)N2C(=NN=N2)C3=NC4=CC5=CC=CC=C5C=C4NC3=O
16404087,1,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)NC(C)(C)CO)C
2412986,0,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)C2=NN3C(=CC(=NC3=N2)C)C)OCC
829409,0,CC1=CC=C(C=C1)N2C(=NN=N2)C3=CC=CC=C3Br
2489975,0,C1=CC=C(C(=C1)NC(=O)C2=CN(N=C2C3=CC=C(C=C3)[N+](=O)[O-])CCC#N)Br
4803891,0,CCOC1=CC=C(C=C1)NC(=O)COC(=O)C2COC3=CC=CC=C3O2
49790189,0,COC1=CC=CC=C1C2=CN3C(=CN=C3C(=C2)NC=O)C4=CC=C(C=C4)S(=O)(=O)C
9557743,0,C1=CC=C2C(=C1)N=C(N2N=CC3=CC=C(S3)[N+](=O)[O-])N
657705,1,CCOC(=O)C1=NC2=CC=CC=C2C1=[N+]=[N-]
9561388,0,CC(=NNC(=S)N)C1=CC=NC=C1
16193145,1,CCN1C2=C(C=C(C=C2)C)SC1=CC3=[N+](C4=C(C=C3)C=C(C=C4)C)CC.[I-]
12871037,1,CC[N+]1=CC=C(C2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-]
2368087,0,CC1=CC(=C(N1C2=CC=CC=C2)C)C3=NN=C(O3)SCC(=O)NC4=CC=CC=C4C(F)(F)F
6860866,0,COC1=C(C=C(C=C1)CCN2C(=O)CSC2=NNC(=O)C3=CC(=CC=C3)OC)OC
16196247,1,C1CC2=[N+](C=C(N2C3=CC=CC=C3)C4=CC=CS4)C5=CC=CC=C51.[Br-]
2537908,1,C1CN(CCN1CCOC2=CC=C(C=C2)Cl)C3=C4C=CSC4=NC=N3
703759,1,CC1=NN(C(=O)C2=CC=CC=C12)C3=NC4=CC=CC=C4N3
16314235,1,CCCN1C(=CC(=C1C)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)C
634713,0,CC1=CC(=NN1C2=NC(=NC(=N2)NC3=CC=CC=C3C(F)(F)F)N4C(=CC(=N4)C)C)C
49786937,0,CC(C1=CC(=CC=C1)OC)(C2=NC(=CS2)C3=CC=C(C=C3)S(=O)(=O)C)O
4975212,0,CCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)NCCN3CCOCC3
5130254,1,CC(=NNC(=S)N1CCN(CC1)C2CCCCCC2)C3=CC=CC=N3
24980087,0,CC(C)C(C(=O)OCC(=O)NC1=CC=C(C=C1)N2CCOCC2)NC(=O)OCC3=CC=CC=C3
5349700,0,CCCC1=CC=C(C=C1)C(=O)ON=C(C2=CC=CC=N2)N
1010323,1,COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C43
135900555,0,CC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NC(=C(C(=O)N2)NC(=O)C3=CC=CO3)N
2550807,0,C1=CC=C(C(=C1)CC(=O)OCC(=O)NCC2=CC=C(C=C2)Cl)[N+](=O)[O-]
793761,1,C1=CC=C(C=C1)NC2=C3C(=C(SC3=NC=C2)C#N)N
2220183,0,CCC(=O)N1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-]
2545001,0,CC(=O)C1=CC=C(C=C1)NC(=S)NC2=CC=CC3=C2C=CN=C3
786590,0,CC1=C(SC(=C1C(=O)NC2=CC=CC=C2)NC(=O)C(C)C)C
16188788,1,C1CC23C(CC(N2C1)C4=CC5=CC=CC=C5O4)CN(C3=O)C6=CC=CC=C6
917183,1,CC1=CC=C(C=C1)C(=O)SC2=CC=CC=CC2=O
355710,0,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC3=NC=CS3
4445081,1,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)O
2866290,0,C1=CC2=C(C=C1NC(=O)C3=CC=C(O3)[N+](=O)[O-])N=C(O2)C4=CC=NC=C4
49778380,1,COC1=C(C=C(C=C1)NC(=O)C2CC3=C(C=CN=C3O2)C4=CC5=C(C=C4)OCO5)OC
752492,0,COC1=CC=C(C=C1)C2=CC(=O)OC3(O2)CCCCC3
6842,1,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-]
274159,1,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O
24817974,0,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)CSC2=CC=CC=C2C)OCC
3245684,0,C1COCCN1CCNC(=O)C2=CC3=C(C=C2)SCC(=O)N3CC4=CC=CC=C4F
5717105,1,CCN1C(=CC2=[N+](C3=CC=CC=C3C=C2)CC)C=CC4=CC=CC=C41.[Cl-]
6711209,1,CC1=CC2C(CC1)(C3(C(CC(C34CO4)O2)OC(=O)C)C)C
5310347,0,CC(C(C1=CC=CS1)N2CCN(CC2)C3=CC=CC=C3)NC(=O)C4=CC=CO4
4027300,0,CC(C)CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC3=C(C=C2)OCCO3)C
148471,0,C1=CC(=CN=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-]
16404356,1,CCC(C)NC(=O)CCC(=O)OC1C(C2CCC(C3C24C(O1)OC(CC3)(OO4)C)C)C
46943089,0,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC=C(C=C3)F)C4=CN=CC=C4
135519961,1,CC1=NC=C(C(=C1O)C=NNC(=O)C2=CC3=C(S2)CCCC3)CO
16405098,1,CC1=CC(=C(C=C1)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C4CC5=CC=CC=C5CN4)C
854704,0,CCCC1=CC(=O)OC2=C1C=C3C(=COC3=C2)C
44601539,1,CC1=CC(=C(C(=C1)C)CN2CCN(CC2)C(=O)CN3C=NC4=C(N=CN=C43)NCC5=CC=CC=C5)C
2166356,1,CC1=C(N=C(S1)NC(=O)C=CC2=CC3=C(C=C2)OCO3)C4=CC=CC=C4
24892684,0,CC(C)N1CCC2=C(C1)SC(=C2C(=O)OC)NC(=O)C3=CC=C(O3)[N+](=O)[O-].Cl
5153,1,C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=O)N
6865722,1,COC1=CC=C(C=C1)C=NNC(=O)C2=C(C3=C(N2)C=CC(=C3)Br)C4=CC=CC=C4
19615542,0,CC1=C(C(=NN1CC(=O)NC2=CC=C(C=C2)N3CCOCC3)C)Cl
49795208,0,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=CC=C4N(C)C
9541975,0,CC(=O)NC1=CC=C(C=C1)NC(=O)COC2=CC=CC=C2C(=O)NCCOC3=CC=C(C=C3)OC
7207117,0,CC1=C(C(=CC=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CO3)C
1602347,1,CCCOC1=CC=C(C=C1)CC2=C(N=C(N=C2Cl)SC)NC
46944144,0,CC(C1=CC(=CC=C1)OC)(C2=NC(=CS2)C3=CC=CC(=C3)COC)O
135460515,1,CCN(CC)C1=CC(=C(C=C1)C=NNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3)O
2427072,0,CCOC1=CC=C(C=C1)NC(=O)COC(=O)C2=NC=C(C(=C2Cl)Cl)Cl
2058973,0,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C4=CC=CC=C42)OC5=C3C(=O)CCC5
135584543,0,CC1=CC(=NC2=C1C(=O)NC(=N2)SCC(=O)NC3=CC=C(C=C3)OC)C
1291067,0,C1CC(CCC1CC2CCC(CC2)NC(=O)C(Cl)Cl)NC(=O)C(Cl)Cl
5351204,1,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O
958637,0,C1=CC2=C(C(=C1)Cl)N=C(S2)NC(=O)C3=CC=C(O3)[N+](=O)[O-]
969886,1,C1=CC(=CC=C1CNC(=S)NC2=CC=NC=C2)Cl
1851222,0,COC1=C(C=C2CN(CCC2=C1)C(=O)C3=CC=C(O3)[N+](=O)[O-])OC
3551941,0,C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)Br)O)S(=O)(=O)N
2471183,0,C1=CC(=CC=C1C=C2C(=O)N(C(=O)S2)CCNC(=O)C3=NC=CN=C3)OC(F)F
46943517,1,CC1=C(C=CC(=C1)OC)C2=COC3=C2C=CC=C3C(=O)NCC4=CC(=C(C=C4)OC)OC
4295603,1,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC(=CC=C4)S(=O)(=O)N5CCOCC5)C)C
9678236,0,C1=CC=C(C=C1)C(C(=O)NN=CC2=CC=C(S2)[N+](=O)[O-])O
6197,1,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
838877,1,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC(=NO3)C4=CC=CC=N4
49786900,0,COC1=CC=CC(=C1)C2=CN=C3N2C=C(C=C3NC=O)C4=CC=C(C=C4)S(=O)(=O)C
1090052,1,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC4=C(C=C3)OCO4)C(=O)C5=CC=CO5
2236092,0,C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)OCC(=O)NCC3=CC4=C(C=C3)OCO4)Cl
2628256,0,C1COCCN1C2=CC=C(C=C2)NC(=O)COC(=O)C3=CC(=CC=C3)O
9115291,0,C1CN(CCN1C(=O)CCl)S(=O)(=O)CC2=CC=CC=C2
2215518,0,CCC(=O)NC1=NN=C(S1)SCC(=O)NCCC2=CC(=C(C=C2)OC)OC
135476830,0,CCC1=CC=CC=C1NC(=O)CSC2=NC3=NNC(=C3C(=N)N2C4=CC(=CC=C4)OC)C
6046543,0,CCC(C)N1C(=O)C(=CC2=CC=C(C=C2)N3CCCCCC3)C(=O)NC1=S
2997879,1,CC1(CC(=CC(=[N+]2CCCC2)C1)N3CCN(CC3)C4=CC=CC=C4)C.[I-]
6917927,0,CN1C2CC(C1C3CC4=C(C5N3C2OC5)C(=CC=C4)OC)C(=O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
16746123,0,CC1=C(SC(=N1)C(=O)NC)C2(CC(=NO2)C3=CC(=CC=C3)[N+](=O)[O-])C
661039,0,C1COC2(O1)CC=C3C(C2)C(C(C(=C3C#N)N)(C#N)C#N)C4=C(C=CC=C4F)F
15944971,1,C1=CC=C(C=C1)C(=O)C2=C3C4=CC=CC5=C4C(=CC=C5)C3=CC6=[N+]2C7=CC=CC=C7S6.[Br-]
966872,0,COC1=CC(=C(C=C1)OC)NS(=O)(=O)C2=CC=C(C=C2)SC
834720,0,CSC1=CC=C(C=C1)CNC2=CC=CC3=CC=CC=C32
961305,0,C1COC2=C(O1)C=CC(=C2)NCC3=CC=NC=C3
894181,1,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)CC(=O)OC
22427569,0,CC1=C(C(=NN1CC2=CC=C(C=C2)Cl)C)NC(=O)C3=NOC(=C3)C(C)C
427839,1,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)C6=CC(=C(C=C6)Cl)Cl)C)O)N)O
1486505,0,CC1=CC(=CC(=C1OC(=S)N(C)C)C)C(=O)CSC2=CC=C(C=C2)F
3991439,1,CC(C1=CC=CC=C1)NC2=C3C=CSC3=NC=N2
53299863,0,CC(C)NC(=O)N1CC2=CC(=NC(=C2C1CCO)C3=CC=CC(=C3)C4=CN=CC=C4)C(=O)NC5CCCC5
310867,0,COC1=CC(=C(C=C1)OC)N(CCN2C(=O)C3=CC=CC=C3C2=O)C(=O)CCl
11958748,1,C1=CC=C(C=C1)C[N+]2=CC=CC3=C2C=CC4=CC=CC=C43.[Cl-]
1129998,1,COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)OCCO3)OC
288336,1,C1=CC=C2C(=C1)C(=CC3=C2C=NC=C3)C(=O)N
2833039,1,CC1=CC(=C(C(=C1)C)SCCC2=CC=NC=C2)C
3962106,0,CN1C(=O)C(=CC2=CC=C(C=C2)N3CCCCCC3)C(=O)N(C1=O)C
6472529,0,CC(C)N1C(=NN=C1SCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C4=CC=CO4
16289356,0,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)C2=CC(=O)NC3=CC=CC=C32)OCC
2984448,1,COC1=CC=C(C=C1)C2=NOC(=N2)CCCC(=O)NC3CCCC3
16195997,1,CN(C)C1=CC=C(C=C1)C=CC2=[N+](C3=C(C=C2)C4=CC=CC=C4C=C3)C5=CC=CC=C5.[Cl-]
1180676,0,CN1CCN(CC1)C2=C(C(=O)N(C2=O)C3=CC(=C(C=C3)Cl)Cl)Cl
2974961,0,CC1=C(C=CC(=C1)S(=O)(=O)NC(C)C)OCC(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4
23631972,1,C1=CC(=CC=C1CCNC2=NC=NC3=C2C=C(C=C3)Cl)O
1994388,0,C1CCC(CC1)C2=NN=C(N2N)SCC(=O)NC3=C(C=C(C=C3Br)F)F
7870749,0,CC1=CC(=C(N1CCC2=CC=C(C=C2)OC)C)C(=O)COC(=O)C3=C(C=C(C=C3)O)O
994072,0,CCN1C=C(C(=N1)C(=O)NC2=CC=CC=C2C(=O)OC)Br
5281952,1,CC[N+]1=C(SC2=CC=CC=C21)C=CC=CC3=CC=C(C=C3)N(C)C.[O-]Cl(=O)(=O)=O
1487160,0,CN(C)C1=NN=NN1C2=CC(=CC=C2)OC3=C(C=C(C=N3)C(F)(F)F)Cl
135490325,1,COC1=CC=CC(=C1O)C=NNC(=O)C2=CC=C(C=C2)C3=CC=CC=C3
460747,1,CC1=NN(C2=NC(=O)N(C(=O)C2=N1)C)C
54368,1,CC1=C2C(=NC(=NC2=NC=C1CC3=C(C=CC(=C3)OC)OC)N)N.C(CS(=O)(=O)O)O
4975949,0,C1CC2=C(C1)C(=O)OC3=C2C=CC(=C3)OCC(=O)NCC4=CC=NC=C4
1272394,1,COC1=C(C=C(C=C1)C(=O)NC2=NN=C(S2)CC3=CC=CS3)OC
2952012,0,C1CSC(=N1)SCC(=O)N2CCN(CC2)C3=CC=C(C=C3)Cl
262093,1,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO
651192,1,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=NC=C2
135521444,1,C1=CC=C(C=C1)C2=C(NC3=C2C=C(C=C3)Br)C(=O)NN=CC4=CNC5=CC=CC=C54
24761605,1,CC[N+]1=CC=CC=C1C=C2N(C3=C(S2)C=CC(=C3)C)C.[I-]
6463398,0,CCCC1=NN=C(O1)SCC(=O)NC2=CC=C(C=C2)OC
851916,0,COC(=O)C=CC(=O)NC1=CC=CC(=C1)C(F)(F)F
7292627,0,C1CN(CCN1C2=NC3=C(S2)C=CC=C3Cl)C(=O)C4=CC=C(O4)[N+](=O)[O-]
5401877,0,CC1=CC(=C(C=C1)N(C(=O)C)N=C2C(=O)C3=CC=CC=C3S2)C
3815085,0,CC1=C(C=C(C=C1)NNC(=S)N)Cl
648776,0,C1CCC(C1)N2C(=NN=N2)CN3C4CCC3CC(C4)(C5=CC=C(C=C5)F)O
24817489,1,COCC1CCCN(C1)C(=O)C2=NOC(=C2)COC3=CC4=C(C=C3)N=CC=C4
24892043,0,CCN1C(=O)C2=C(C3=CC=CC=C3N2)N=C1SCC(=O)N4CCN(CC4)C(=O)OCC
4315810,0,CC(CCC1=CC=CC=C1)NC(=O)COC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-]
6899916,0,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NN(C=C3C=NNC(=S)N)CCC#N
135760296,0,CCOC1=CC=C(C=C1)CC2=NN=C(NC2=O)SCC(=O)NC3=CC=C(C=C3)C(=O)C
24818244,1,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)CNC2=CC(=CC=C2)S(=O)(=O)N3CCCC3
1475780,0,C1=CN2C(=NC=N2)C(=C1)NC(=O)CCl
2368804,0,CC1=CC=C(C=C1)NC(=O)C2=C(N(C(=C2)C)C3=CC=CC=C3)C
1254472,0,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])C(=O)C4=CC=C(C=C4)Cl
252116,1,CC1=CC(=NC(=N1)NC(=NCCC2=CC=CC=C2)N)C
4789298,0,COC1=NC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4
3480608,0,CN1CCC2=C(C1=O)C=CC=C2OCC(=O)NC3=C(C=C(C=C3)OC)OC
763882,0,CC1=CC=C(C=C1)C2=NC(=NO2)C3=CC=CC=N3
386514,1,CN(C)CCNC(=O)C1=CC=C(C2=CC3=CC=CC=C3N=C12)OC.Cl
5702759,1,CC[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-]
135521560,1,CCN=C1NN=C(CS1)C2=C(N(C(=C2)C)CC=C)C.Cl
429599,1,CC1C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N(C2CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC(C(=O)N1)N(C2=O)C)O)C)C)CC5=CC=C(C=C5)OC)C)C
6901909,0,CC1=CC(=C(O1)C)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-]
24761146,1,CC1=CC2=C(C=C1)NC=C2C=CC3=CC=[N+](C=C3)C.[I-]
45479722,1,C1=CC=C2C(=C1)C3=CC=CC=C3[I-]2.[Cl-]
2998237,0,COC(=O)C1=C(NC(=O)NC1C2=CC=C(C=C2)F)CN3CCCC4=CC=CC=C43
2967453,0,C1=CC=C(C=C1)C2=NN(C=C2C(=O)NC3=CC=C(C=C3)[N+](=O)[O-])CCC#N
2212582,0,CC1=C(C=CC=C1Cl)NC(=O)CSC2=NN=C(N2CC=C)CCNC(=O)C3=CC=CS3
49789795,0,CC(=O)NC1=CC=C(C=C1)C2=C3CC(OC3=NC=C2)C(=O)NCC4=CC=CO4
379559,1,CCN(CC)CCCNC1=NC2=CC=CC=C2C3=C1C4=C(N3)C=CC(=C4)OC.Cl
3239596,0,COC1=CC=CC(=C1O)C=NC2=CC3=C(C=C2)OCCO3
285812,0,CN(C)C1=CC=C(C=C1)C=NNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
135684414,1,CC1=CC(=C(C(=C1)Br)OCC2=CC=C(C=C2)C(=O)NN=CC3=CC=CN3)Br
4462104,0,C1=CC=C(C(=C1)C(=O)NC(C(F)(F)F)(C(F)(F)F)NNC2=CC=C(C=C2)[N+](=O)[O-])Cl
665597,1,C1CCCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=N4
662684,0,CCC1=CC=CC=C1NC(=O)CSC2=NN=C(O2)C(C(C)CC)NC(=O)OC(C)(C)C
16189758,1,CCCCCCCCN1C2=C(CCC2)C(=N)C3=CC=CC=C31.Br
24980982,1,COC1=CC=CC=C1NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4
13481921,1,CC1=CC=C(C=C1)C2=CC3=CC=CC=[N+]3C=C2C4=CC=C(C=C4)C.[Br-]
268760,1,C1CCN(CC1)CC(=CC2=CC=CC=C2)C(=O)C3=CC=CC=C3
2932644,0,C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C(=O)C3=C(C(=C(C(=C3F)F)F)F)F
8070844,0,CC1=CC2=C(C(=C(C(=O)O2)C)C)C(=C1)OCC(=O)NC3=NC=CS3
4680215,0,CC1=C(C=C(N1C2=C(C=CC(=C2)OC)OC)C3=CC=C(C=C3)S(=O)(=O)C)C=O
24980349,0,C1=CC=C(C=C1)CN(CC(=O)C2=CC(=CC=C2)Br)C(=O)CCl
16290467,1,CC1(C(=O)N(C(=O)N1)CC(=O)N2CCN(CC2)CC3=CC=C(C=C3)C#N)C4=CC5=CC=CC=C5C=C4
135510994,0,COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NN=CC3=CC(=C(C=C3)O)OC
9639906,0,CC1=NN(C(=C1C=NNC(=S)N)OC)C2=CC=CC=C2
9568953,0,CC(=NNC1=C(C=CC(=C1)C(F)(F)F)Cl)C2=CC=NC=C2
660194,1,CCCCCCN1C2=C(N=C1NCC=C)N(C(=O)N(C2=O)C)C
230508,0,C1=CC=C(C=C1)C(C2=NC=CC3=CC=CC=C32)OC(=O)C4=CC=CC=C4
3798960,1,C1=CC=C(C=C1)C(=O)C2=NN(C(=O)C=C2C(F)(F)F)C3=CC=C(C=C3)Cl
3241786,0,COC(=O)C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)C3=CC=C(C=C3)Cl
1338529,0,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-]
2968933,0,C1CN(C(C(=O)N1)CC(=O)NC2=CC3=C(C=C2)OCCO3)C(=S)NC4=CC=CC=C4
2967368,1,C1CC2CC1CC2N3C(=NN=N3)SCC(=O)NC4=CC=NC5=CC=CC=C54
661004,1,CC1=C(C(=NN1CC2=CC=C(C=C2)C(=O)NC3=NC=CS3)C)Cl
2975895,0,COC1=CC=CC=C1N2CCN(CC2)C(=O)CSC3=NC4=CC=CC=C4O3
16682142,1,CCCCCCCCCN1C=CC(=N)C=C1.Br
24793159,1,CC(C)(C)C1=CC=C(C=C1)N2C3=C(C=N2)C(CCC3)NC(=O)C4=CC=NN4C
23618032,1,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O.Cl
844046,0,C1=CC=C(C(=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])Cl
1440852,0,CN(C)C(=O)CN1C2=CC=CC=C2N=C1SCC(=O)NC3=CC4=C(C=C3)OCO4
5082311,1,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)Cl)NC(=O)C3=CN=C(C=C3)Cl
2405889,1,CC1=CC(=C(C=C1)C(C)C)OCC(=O)C2=C(C(=C(N2)C)C(=O)C)C
15945262,1,CCCN(CCC)C1=CC(=[N+]2CCCC2)CC(C1)(C)C.[I-]
24686184,0,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)C=CC2=CC(=C(C=C2)OC(F)F)OC)OCC
5308771,1,CC1=C(NC2=C1C(=O)CC(C2)C3=CC(=C(C(=C3)OC)OC)OC)C(=O)OCCOC(C)C
658994,0,CC12CCC(=O)N1C3=C(C(=O)N2)SC4=C3C5=C(CCCC5)C(=N4)N6CCOCC6
8035360,0,CCN1C2=C(C(=O)N(C(=N2)C)CC(=O)NC3=CC=C(C=C3)Cl)SC1=S
4358655,1,CC1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)NCC3=CC=NC=C3
612005,0,C1=CC=C(C=C1)NC2=C(C=NC=C2)[N+](=O)[O-]
2569518,0,CCOC1=CC=C(C=C1)NC(=O)COC(=O)CC2CCCCC2
16192604,1,CN(C)C1=CC=[N+](C=C1)CC(=O)C2=CC=C(C=C2)C3=CC=CC=C3.[Cl-]
1165917,0,CCC1=CC=CC=C1NC(=O)CSC2=NN=C(N2C)CN3C4=CC=CC=C4N=N3
333459,1,CN(C)CCNC1=C2C(=C(C=C1)CO)SC3=C(C2=O)C=C(C=C3)O
16192927,1,CC[N+]1=C(SC2=CC=CC=C21)C=C3C=C(OC(=C3)C)C.[Cl-]
2409536,0,CN1C=CC=C1C(=O)OCC(=O)NCCC2=CC=C(C=C2)OC
6540171,0,CC1=CC2=C(C(=C1C3=CC=C(C=C3)C(=O)C)C)C(=CC(=O)O2)C4=CC=CC=C4
16288167,0,C1=CC=C2C(=C1)C(=O)NN(C2=O)CC(=O)OCC(=O)NNC(=O)C3=CC=C(C=C3)Br
679583,0,CC1=CC2=C(C3=C(CCCC3)C(=O)O2)C(=C1)OCC(=O)OC
3648622,0,C1=CC(=C(C=C1S(=O)(=O)N)NC(=O)C2=CC=C(O2)[N+](=O)[O-])O
334421,0,CC1=CC(=NC(=C1C#N)SC2=NC(=C(C(=C2C#N)C)[N+](=O)[O-])C)C
658308,1,CCOC1=CC=C(C=C1)NC2=NC(=NC(=C2)C)N3C(=CC(=N3)C)C
3711067,1,COC1=CC(=O)C2=C(C1=O)C=CC3=C2C(=NC=N3)N
5405088,0,CC1=NC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-]
1943770,0,CN1C(=NN=C1SCC(=O)NC2=CC3=C(C=C2)N=C(S3)SCC(=O)NC4CC4)C5=CC=CC=C5
5901949,0,COC1=CC(=CC(=C1OC)OC)C2=C3C(=CC(=N2)C(=O)NCC4CCCO4)C5=CC=CC=C5N3
2404411,0,CS(=O)(=O)C1=CC(=C(C=C1)Cl)NC(=O)NC2=CC=CC=C2
46942783,0,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC=C(C=C3)F)C4=CC=C(C=C4)S(=O)(=O)C
395181,1,C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=CC=C(C=C4)N(C)C)C5=CC=C(C=C5)Cl.C(F)(F)(F)S(=O)(=O)[O-]
1998339,1,CCCCOCCCNC1=NC=NC2=C1NC3=CC=CC=C32
406563,1,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
270861,1,C1=NC(=C2C(=C(N(C2=N1)C3C(C(C(O3)CO)O)O)Br)C#N)N
604599,1,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=C(CCN4)C6=C(N5)C=CC(=C6)O)OC)OC
46904312,0,CC1=CC=C(C=C1)S(=O)(=O)N(CC#C)CC2C(C(CN(N2C(=O)OC(C)C)C(=O)OC(C)C)OC(=O)NCC3=CC(=C(C=C3)OC)OC)OC(=O)NCC4=CC(=C(C=C4)OC)OC
24819220,1,CC1=C(SN=N1)C(=O)NC2CCCC3=C2C=NN3C4=C(C=C(C=C4)F)F
2440943,0,CN1C=CC=C1C(=O)OCC(=O)NCCCC2=CC=CC=C2
3080568,1,CC1=CC(=C(C(=C1)OC2=C(C=C(C=C2OC)O)C(=O)OC)C(=O)O)O
5613214,1,C1=C(SC(=C1)[N+](=O)[O-])C=NNC(=O)C2=CC(=CN=C2)Br
